record_id,start,end
NW_024468524.1,278546,279703
NW_024468524.1,428155,430364
NW_024468524.1,566173,567226
NW_024468530.1,98826,100667
NW_024468531.1,149252,151019
NW_024468531.1,297470,299429
NW_024468539.1,172328,173740
NW_024468539.1,374515,374920
NW_024468564.1,62675,63466
NW_024468564.1,74241,75515
NW_024468564.1,145925,146614
NW_024468574.1,141662,143228
NW_024468591.1,61968,62656
NW_024467527.1,168903,170010
NW_024467527.1,395543,396770
NW_024467527.1,791365,791743
NW_024467527.1,950209,953808
NW_024467527.1,1063869,1065074
NW_024467527.1,1346549,1348047
NW_024467527.1,1711582,1717284
NW_024467527.1,1771452,1774432
NW_024467527.1,2323386,2324438
NW_024467527.1,2402537,2404242
NW_024467534.1,157326,158787
NW_024467534.1,233892,235729
NW_024467534.1,249010,250592
NW_024467859.1,125728,127774
NW_024467859.1,151587,152544
NW_024467859.1,829768,832781
NW_024467859.1,919869,928241
NW_024467859.1,1081749,1083838
NW_024467859.1,1144149,1145602
NW_024467859.1,1157762,1157853
NW_024467859.1,1476639,1478352
NW_024467859.1,2348511,2351195
NW_024467859.1,2635087,2636221
NW_024467859.1,3351822,3351888
NW_024467859.1,5053083,5053872
NW_024467859.1,5308629,5310166
NW_024467859.1,5313918,5316927
NW_024468485.1,190916,194178
NW_024468485.1,197875,200054
NW_024468485.1,304866,305783
NW_024470054.1,315678,317044
NW_024470054.1,483792,487463
NW_024470054.1,766211,767431
NW_024470054.1,866956,868669
NW_024470054.1,973551,974814
NW_024470054.1,1402863,1404679
NW_024470054.1,1497401,1499630
NW_024470070.1,382960,386596
NW_024470072.1,202933,204402
NW_024470072.1,300300,301810
NW_024470073.1,259217,267156
NW_024470076.1,54965,55716
NW_024470076.1,101315,102416
NW_024467203.1,862982,863344
NW_024467211.1,752975,755179
NW_024467218.1,32819,34873
NW_024467218.1,60652,61150
NW_024467218.1,609297,610756
NW_024467218.1,628185,629876
NW_024467218.1,695012,696300
NW_026251709.1,525391,527222
NW_026250113.1,228406,228931
NW_026249851.1,1501369,1502545
NW_026249851.1,2117718,2118654
NW_026249851.1,2147346,2148366
NW_026249863.1,65958,66552
NW_026249863.1,404031,405487
NW_026250693.1,713848,717755
NW_026250699.1,28109,28805
NC_070571.1,1761298,1762634
NC_070571.1,3136042,3136749
NC_070571.1,4308816,4309148
NW_026516208.1,798929,801170
NW_026516218.1,489350,490551
NW_001914859.1,3059733,3061470
NW_026622674.1,208011,208898
NW_026622674.1,1037616,1041382
NW_026622674.1,3482574,3483033
NW_026622674.1,4240732,4242146
NW_026622683.1,434522,436060
NW_026623161.1,506647,509221
NW_026623161.1,612217,614044
NW_026623161.1,1124040,1125625
NW_026623161.1,2102222,2104455
NW_026623205.1,3121691,3122472
NW_026622692.1,726111,726303
NW_026622754.1,3018404,3020108
NW_026622754.1,3849773,3851624
NW_026622754.1,4847521,4849261
NW_026695927.1,1054430,1055372
NW_026703970.1,238432,238732
NC_063022.1,2554517,2556372
NW_007930836.1,543864,550509
NW_007930854.1,289561,290420
NW_006913329.1,46018,46330
NW_022984628.1,669007,669793
NW_022984628.1,1795309,1797092
NW_022984636.1,440901,441762
NW_022984637.1,103553,104831
NW_006763364.1,95672,99323
NW_014040868.1,896416,897859
NW_014040873.1,963757,965305
NC_085908.1,1821783,1824261
NC_085913.1,370250,370606
NC_086141.1,97324,100739
NC_086141.1,249398,251611
NC_086141.1,691620,692724
NW_017265134.1,1586942,1589345
NW_017265187.1,504456,505122
NC_089437.1,4766044,4767723
NC_089441.1,3248261,3248942
NC_089444.1,2281708,2282473
NC_089455.1,944783,946952
NW_027094075.1,1876474,1877982
NW_011887672.1,152520,153180
NC_030894.1,268752,270489
NC_030894.1,1077749,1079138
NC_050721.1,1021985,1022094
NC_050722.1,134135,134870
NC_050722.1,1149761,1150625
NC_050723.1,467933,470144
NC_050723.1,865905,868035
NC_079261.1,533655,534522
NC_091719.1,371312,374096
NW_022984792.1,285929,287957
NW_022985011.1,755067,757056
NW_022986951.1,390837,391254
NW_022986955.1,694095,695046
NW_022986970.1,127104,128512
NW_022986977.1,413216,413525
NW_022475397.1,19948,20880
NW_022475484.1,52,3676
NW_024066998.1,606023,608890
NW_024066213.1,271809,272864
NW_024066215.1,244466,246106
NW_011645772.1,3144743,3149383
NW_020290885.1,1848998,1852494
NW_024467993.1,863686,865830
NW_024469012.1,19269,21090
NW_024468935.1,2436191,2436600
NW_022145614.1,5419944,5423622
NW_022145614.1,21371941,21411754
NW_022261390.1,24860,28375
NW_022198157.1,1475487,1507667
NW_022198836.1,811186,814661
NC_045759.1,7807438,7810112
NC_047031.1,21688510,21692267
NC_047025.1,4240914,4273586
NC_047024.1,8022141,8026714
NW_023009249.1,12551600,12552850
NW_023009257.1,6778853,6784544
NW_023314421.1,68537,68610
NW_023504022.1,9014527,9017355
NC_050737.1,1718902,1722118
NC_050738.1,5074865,5076291
NC_050738.1,10857991,10874675
NW_023596420.1,28951188,28965644
NW_023613171.1,57920,58039
NC_051168.1,50648052,50671020
NC_051168.1,104406254,104445597
NC_051168.1,114292443,114292516
NC_051168.1,199716916,199719244
NC_051172.1,56317625,56321531
NC_051134.1,8048409,8057309
NC_053187.1,10282881,10284633
NC_052502.1,3027324,3028437
NC_052502.1,34427425,34430875
NC_052502.1,74194184,74232365
NC_052503.1,14181310,14184723
NC_052503.1,52590386,52617725
NC_054708.1,9854100,9865237
NC_054708.1,59909298,59933698
NC_054708.1,64223480,64223558
NW_025110697.1,241911,242104
NC_057687.1,7200031,7209020
NC_057688.1,9068863,9070541
NC_057691.1,6545398,6546996
NW_019211458.1,3808040,3829209
NC_059505.1,39892716,39909760
NC_059675.1,3881590,3952729
NC_059986.1,9596208,9598296
NC_059997.1,4447740,4448765
NC_059989.1,372399,376314
NC_059993.1,2022230,2046680
NC_060034.1,12331357,12332847
NC_061454.1,6042811,6049049
NW_025728670.1,4497,4570
NW_025728694.1,16136,16218
NW_025728934.1,191526,191598
NW_025728938.1,17395,17477
NC_062188.1,5017333,5020479
NW_026045641.1,32059,32131
NW_026045910.1,2887365,2986123
NW_026045919.1,282606,282688
NC_064615.1,22399330,22399404
NC_064615.1,41839957,41840029
NC_064615.1,42868798,42868871
NC_064615.1,94131369,94131441
NC_064615.1,262784329,262784403
NC_064615.1,306176328,306176399
NC_064615.1,366793832,366793904
NC_064615.1,367464454,367464526
NC_064615.1,367798957,367799030
NC_064615.1,461324644,461324762
NC_064615.1,511598069,511634755
NC_064615.1,927359031,927380462
NW_026046227.1,6259,10481
NW_026046334.1,31,115
NW_026046334.1,328890,328962
NW_026046439.1,283203,283275
NW_026046767.1,604200,604272
NW_026095825.1,329378,333668
NW_026096053.1,6193785,6198405
NW_026096053.1,11632945,11643248
NC_066255.1,538194,555558
NC_065449.1,12828702,12852853
NC_065449.1,126660819,126665457
NC_065449.1,136767699,136769411
NC_065450.1,6254060,6266571
NC_065450.1,217859799,217880683
NC_066359.1,6122843,6123995
NC_066348.1,17994179,18007140
NC_066277.1,1715438,1718168
NC_066277.1,14733570,14767364
NC_066266.1,24019977,24057395
NW_019775520.1,256681,258758
NW_019392881.1,115764,117932
NW_020170390.1,38637,47274
NC_071503.1,35574925,35577986
NC_071503.1,42795233,42803740
NC_071503.1,92798904,92799687
NW_026530856.1,1013,3002
NC_071668.1,56330069,56330196
NC_071668.1,56503696,56503823
NC_071668.1,77824814,77829328
NW_026533221.1,4955843,4957275
NW_026533221.1,7439594,7440936
NW_026533221.1,8749017,8750012
NW_026533221.1,9192912,9194005
NW_026542598.1,84861862,84885348
NW_026542599.1,33019216,33044432
NW_026542599.1,70447299,70462566
NC_063614.1,15077,15147
NW_022601408.1,3010894,3019367
NW_026570285.1,640209,646345
NW_026577980.1,5578381,5579558
NW_026578045.1,71212,105834
NC_074717.1,21303656,21310802
NW_026605928.1,37262,37335
NC_079156.1,10691101,10691183
NC_079156.1,11515267,11515349
NC_079168.1,38013708,38096228
NC_079168.1,41879650,41922164
NC_079168.1,54079112,54099798
NC_071286.1,47589765,47594224
NC_071287.1,3982188,3982734
NC_071289.1,23450016,23484698
NC_071289.1,49676175,49677452
NC_071289.1,51905764,51907044
NC_071289.1,61003419,61006998
NC_071289.1,63140765,63142751
NC_071289.1,80644382,80645464
NW_026689716.1,56667,60758
NC_080705.1,3554582,3555576
NC_080705.1,9256255,9283683
NC_080705.1,49679883,49681906
NC_080705.1,89034275,89054112
NW_026683296.1,5,932
NW_026712192.1,16169190,16170919
NW_026712338.1,7396394,7429865
NC_081440.1,1339361,1340581
NW_026863911.1,40809,41745
NC_060877.1,2296935,2297728
NC_060877.1,4157167,4174850
NC_060877.1,33066071,33084058
NT_033778.4,6142164,6142237
NT_033778.4,22562306,22563131
NT_033778.4,22689094,22689395
NW_017098489.1,9349,11372
NC_085093.1,2623820,2647839
NC_085561.1,201,1173
NC_086069.1,2330371,2331479
NW_026963294.1,2003197,2003270
NC_086374.1,1262388,1272761
NC_086374.1,4908763,4908835
NC_086374.1,4916393,4916465
NC_086374.1,22486194,22501675
NW_026974418.1,14808,14927
NC_087258.1,8718343,8751355
NC_087258.1,10814227,10814300
NC_087258.1,14013178,14029143
NC_087258.1,20698406,20703008
NC_087375.1,4540466,4562364
NC_087375.1,5189689,5190289
NC_087375.1,29179900,29186465
NC_087375.1,35971560,35982119
NC_087322.1,8513048,8514293
NC_087324.1,6543095,6543994
NC_087324.1,11739887,11742722
NC_087338.1,553694,601951
NC_087209.1,59071656,59131834
NC_087398.1,14340893,14346013
NC_088206.1,16605721,16607851
NC_088206.1,32517868,32521891
NC_088206.1,38603662,38608202
NC_088206.1,64619182,64620820
NW_026997035.1,1922285,1923015
NW_026998739.1,1230445,1231467
NC_088320.1,14976396,14981794
NC_088321.1,5575316,5582046
NC_089568.1,2874135,2890237
NC_091049.1,14444727,14446394
NC_091051.1,1861497,1863259
NC_091051.1,4911310,4924858
NC_091051.1,6387121,6388505
NC_091051.1,9564563,9566287
NC_091051.1,19060331,19065550
NW_027184750.1,11549713,11552346
NW_027188027.1,2455,5948
NC_091148.1,33026312,33029446
NC_091149.1,13901211,13910116
NC_091135.1,12896810,12905610
NC_091142.1,8194929,8233488
NC_091184.1,10774656,10776483
NC_091196.1,24529751,24534422
NC_091312.1,32285827,32290999
NC_091320.1,26788348,26789787
NC_091320.1,37964896,37967567
NC_091368.1,1209063,1210622
NC_091536.1,63444628,63448854
NC_091536.1,91604512,91608364
NC_091575.1,12945972,12978323
NW_027180069.1,21059,22306
NC_091240.1,6076583,6088800
NC_048549.1,6570087,6584503
NW_020653855.1,5270680,5290759
NW_020537758.1,42455944,42457737
NW_020537758.1,47568707,47569267
NW_020538040.1,69233252,69233827
NW_020538040.1,119739228,119746210
NW_020538040.1,129918962,129919034
NW_020538040.1,152461087,152461944
NW_020538040.1,153519749,153519821
NW_020539725.1,8026400,8063202
NW_007377654.1,240115,247460
NW_007377703.1,11026,14191
NC_091128.1,71452714,71467620
NC_091128.1,109637831,109703900
NC_091128.1,147543948,147569479
NC_091128.1,171490265,171494255
NW_019172980.1,302807,304548
NW_019172987.1,81088,82998
NW_019172999.1,235986,238346
NW_019173023.1,210976,212621
NW_025953254.1,55228,57484
NW_025953254.1,515332,516862
NW_025953254.1,1008047,1010651
NW_014575270.1,59317,61057
NW_025953554.1,383395,385237
NW_026054589.1,153013,153973
NW_026055123.1,544524,545639
NC_079244.1,1040932,1041415
NC_079244.1,1049613,1051827
NC_079244.1,1955905,1956691
NW_026611621.1,5017701,5018619
NW_026622721.1,643293,644265
NW_026622731.1,181360,182842
NW_026622731.1,3608329,3610023
NW_026622731.1,4328924,4330194
NW_026622733.1,984229,984847
NW_026622733.1,993050,994178
NW_026622741.1,3314348,3314722
NW_026622741.1,3340307,3341798
NW_026622741.1,4543390,4543630
NW_026622735.1,2221206,2224389
NW_026622743.1,1271206,1273698
NW_026623195.1,3124418,3125468
NW_026851258.1,310866,312204
NW_026851375.1,5656,6577
NW_001517099.1,1467371,1468105
NW_001809800.1,93390,94341
NW_001809800.1,518895,521487
NW_001809800.1,1992386,1993163
NW_021167126.1,111828,116383
NW_017253247.1,431243,435792
NW_022156795.1,224988,226403
NW_022156841.1,94793,97145
NW_020290294.1,454314,455947
NW_003315098.1,44520,45417
NW_006768765.1,2623517,2625625
NW_006768823.1,381934,382605
NW_006768823.1,510969,512068
NC_027865.1,473474,476702
NW_007360624.1,43581,44229
NW_007360629.1,35966,36371
NW_006767428.1,1427119,1428861
NW_006763300.1,277589,278068
NW_006763302.1,277430,280179
NW_008751646.1,956818,959807
NW_008751648.1,1386741,1389863
NW_008751652.1,2582130,2584853
NW_006767434.1,2754953,2757011
NW_006763131.1,1000022,1000729
NW_006911455.1,317,3596
NW_006913045.1,238912,239533
NW_006913045.1,2395431,2397219
NW_006913045.1,5129960,5131941
NW_006912936.1,107440,108613
NW_006912893.1,3273504,3274590
NW_006912893.1,3648956,3650966
NW_006912898.1,190651,193090
NW_006912898.1,1725082,1726239
NW_015622820.1,2361582,2363508
NW_015622832.1,442699,443211
NW_015622548.1,212515,215452
NW_015622548.1,793040,793838
NW_015622679.1,373,1914
NW_013562489.1,649716,651021
NW_013562489.1,868321,870203
NW_013562490.1,160519,162270
NW_013562490.1,2826008,2827039
NW_013562490.1,2888776,2890485
NW_026944276.1,38681,40097
NW_026944390.1,49543,50093
NW_026944390.1,1482821,1484774
NW_026944430.1,3259001,3260664
NW_013563277.1,38280,42939
NC_085895.1,4085160,4085364
NW_026946667.1,1291063,1292313
NW_026946667.1,2671713,2674068
NW_026946667.1,3006789,3007610
NC_037312.1,942484,944378
NC_037312.1,2723386,2725751
NW_020194435.1,142827,144354
NC_089473.1,326650,327203
NC_089473.1,754421,756877
NC_089488.1,59693,61581
NC_089939.1,208741,210551
NW_027117278.1,1025133,1026964
NW_027117278.1,2732233,2734122
NW_027117285.1,1345344,1350741
NW_027117350.1,326511,327887
NW_027117350.1,559801,562185
NW_027117350.1,858063,860626
NW_027117388.1,603640,604810
NW_027117388.1,4099880,4100911
NW_027117390.1,2265819,2266690
NW_027191458.1,940722,941658
NW_027192361.1,483219,484165
NW_027192361.1,581381,583619
NW_027192209.1,429050,429811
NW_027192209.1,633527,635108
NW_027192532.1,358178,360098
NW_027192410.1,238514,238638
NW_027041824.1,635284,636196
NW_027041824.1,1095950,1098943
NW_027041824.1,1745908,1746981
NW_027041824.1,1788049,1788365
NW_027137450.1,983668,984814
NW_027137472.1,36177,40571
NW_017963732.1,460221,460491
NW_017963734.1,489131,490051
NC_009043.1,620138,623759
NC_009045.1,986054,986330
NW_001813981.1,2526992,2527969
NW_020292110.1,709363,710255
NW_020292144.1,132232,132970
NW_020291806.1,184083,187228
NW_006711151.1,56420,57653
NW_006911895.1,83618,84622
NW_006911895.1,1981282,1983181
NW_006911895.1,3366393,3367842
NW_007360136.1,668550,669699
NW_020194684.1,6031302,6032610
NW_020289943.1,429648,431280
NW_020289943.1,580633,581293
NW_020289943.1,3600603,3602651
NW_015385454.1,61515,62244
NW_015385538.1,31063,32893
NW_022985516.1,818217,819573
NW_022985551.1,682167,686000
NW_011626806.1,375327,376236
NW_019091233.1,590630,591537
NW_023405098.1,2620,6910
NC_051409.1,23951847,23952933
NW_023994419.1,217823,218879
NC_051849.1,6089725,6090288
NC_051849.1,135086507,135108351
NC_051849.1,159829110,159829556
NC_051849.1,169003905,169018791
NC_051849.1,216367793,216452654
NW_024573499.1,1015077,1017616
NW_024573645.1,3147651,3153593
NW_024609836.1,36701837,36716727
NW_024609880.1,80505848,80519005
NC_036209.1,4706981,4714818
NC_036216.1,5327101,5339508
NC_053016.2,3536718,3538621
NC_053016.2,10687199,10688214
NC_053016.2,12790446,12791156
NC_053018.2,1260056,1278135
NC_053018.2,2466030,2466641
NC_053018.2,21867116,21881360
NW_025318822.1,4633563,4635509
NC_057788.1,7779189,7780745
NC_057788.1,11000782,11005373
NC_057788.1,21570620,21573628
NC_057788.1,31507035,31512593
NW_025322616.1,542678,544082
NW_025323184.1,7053,9200
NC_058075.1,7112521,7113019
NW_025767059.1,162914,163641
NW_025767301.1,2388461,2407401
NC_060106.1,18178611,18180190
NC_060106.1,22068729,22072585
NC_060973.1,2789891,2798727
NC_060975.1,1772455,1774366
NW_025814052.1,8786613,8799021
NC_061854.1,2468438,2478713
NC_061854.1,28619200,28621739
NC_062247.1,872927,873796
NC_062247.1,9636001,9638634
NC_062247.1,11322269,11354782
NC_062238.1,3176819,3181011
NC_062238.1,7859456,7883444
NC_061873.1,11612198,11612317
NC_061902.1,688491,695376
NC_061902.1,10672211,10673202
NW_025933269.1,42664,58183
NW_025939777.1,178550,188842
NW_014564330.1,86,422
NC_051179.1,57619305,57620397
NC_064640.1,529402784,529402902
NC_064644.1,526359218,526392519
NC_064645.1,52020874,52058364
NC_064645.1,611996665,612016560
NC_064872.1,31374930,31379125
NC_064872.1,44925820,44991901
NC_064872.1,45897174,45897987
NC_064872.1,46446320,46450337
NC_065897.1,8423444,8426532
NW_026442078.1,552530,561533
NW_019384291.1,2060320,2062669
NW_019641681.1,2335376,2392748
NW_019416394.1,640222,642651
NC_071333.1,18001834,18006096
NC_071333.1,21125779,21126204
NW_026525501.1,18874,19032
NC_071292.1,15354393,15357465
NC_071292.1,35681947,35685448
NC_071292.1,39389807,39389926
NC_071292.1,47636662,47638309
NC_071292.1,55014118,55017069
NC_071292.1,74321586,74330153
NW_015368483.1,97014,97087
NW_026530050.1,9857,13848
NC_036281.1,4807,4874
NC_036281.1,8060,8128
NC_040119.1,9456,9744
NC_040139.1,6627,6693
NC_046025.1,4382,4445
NC_060818.1,9767,9832
NC_035890.1,11778,12717
NC_030269.1,4272,4337
NC_036132.1,8484,8991
NC_000933.1,7966,8950
NW_020211567.1,77357,82663
NW_020226289.1,439260,441011
NW_014334183.1,3301,5700
NC_037592.1,5357171,5372595
NW_026776165.1,8473051,8474968
NC_082499.1,3725,3795
NW_026782081.1,127082,130001
NW_026782081.1,365107,368193
NC_086374.1,73960918,73973460
NC_086381.1,32341846,32342257
NC_086381.1,40336522,40355023
NC_086381.1,76787096,76797371
NC_086061.1,2440226,2443247
NC_086046.1,12544243,12546880
NC_088780.1,11352724,11357109
NC_088780.1,17202549,17205987
NC_088780.1,113536264,113537737
NC_088780.1,131887246,131902467
NC_088782.1,35047047,35047830
NC_088782.1,125158149,125172044
NC_088872.1,244310,249846
NC_088864.1,19730548,19792051
NC_088864.1,26180767,26232736
NC_088921.1,43279275,43354984
NC_088921.1,58171716,58212295
NC_090282.1,83246444,83246517
NC_090283.1,2900534,2902940
NC_090283.1,47319757,47350462
NC_090283.1,60878548,60879155
NC_090283.1,68237057,68237131
NC_090283.1,69416787,69444013
NC_090284.1,36136133,36158507
NC_088718.1,12039361,12039480
NC_088718.1,12819367,12819486
NC_088718.1,24406508,24426386
NC_088712.1,4149203,4158316
NC_088712.1,23293465,23293990
NW_026250387.1,44158,45244
NW_026249851.1,900342,901414
NC_070533.1,2819261,2820590
NC_070533.1,3680633,3681365
NC_070540.1,435058,436726
NC_070540.1,999949,1001720
NC_070540.1,1315289,1316206
NC_070540.1,1332947,1333934
NC_070540.1,2138628,2140353
NW_026517341.1,227893,229001
NW_026515879.1,106772,107687
NW_026515728.1,1338385,1338679
NW_026515728.1,1939695,1940257
NW_026515728.1,2175628,2179940
NW_001914859.1,2291305,2294687
NW_026622674.1,3976129,3978195
NW_026623218.1,2029225,2029829
NW_026623205.1,907838,908813
NW_026622754.1,6236457,6239709
NW_026695927.1,1445351,1447559
NW_026703970.1,1856150,1857489
NC_063022.1,322592,323784
NC_063022.1,1875245,1876050
NW_007930839.1,513788,514168
NW_007930854.1,234419,236526
NW_006913291.1,306313,307390
NW_022984628.1,566405,568145
NW_006763353.1,50477,51462
NW_006763358.1,110526,112140
NW_015622961.1,1281375,1282151
NW_026946365.1,87648,89116
NW_026946442.1,49732,52634
NC_085896.1,1446595,1447948
NC_085896.1,7317481,7319870
NC_085905.1,660934,665033
NC_085905.1,720964,722066
NC_085908.1,2375156,2376887
NC_085908.1,3539715,3541022
NC_086150.1,117005,117419
NW_017264209.1,9990,11130
NW_017265134.1,2518087,2518468
NC_089428.1,1756928,1758307
NC_089428.1,2138328,2139700
NC_089434.1,2777213,2778306
NC_089434.1,3985298,3986125
NC_089437.1,446213,446438
NC_089441.1,5058613,5062851
NC_089444.1,1567760,1571030
NC_089448.1,1009045,1011806
NC_089455.1,321854,322307
NC_089455.1,1967801,1968461
NC_089470.1,1093662,1095212
NW_011887718.1,12673,14113
NC_030894.1,16574,17252
NC_030894.1,744137,744722
NW_017962923.1,390445,391822
NC_050722.1,351810,355053
NC_050723.1,1044773,1046153
NW_027042659.1,142174,143905
NC_079261.1,395021,395714
NW_022984965.1,61569,64694
NW_022985009.1,24851,26787
NW_022985009.1,1581675,1583386
NW_022985014.1,999805,1000431
NW_022986857.1,508748,509752
NW_022986859.1,737329,738653
NW_022986882.1,10230,11019
NW_022987234.1,550302,551990
NW_022986951.1,872829,873720
NW_022986977.1,301861,303595
NW_022475297.1,95271,95865
NW_022475467.1,26233,27633
NW_024067189.1,33729,37614
NW_022476006.1,308890,310224
NW_024467999.1,564166,565399
NW_024468991.1,298377,299776
NW_024468935.1,5098797,5101071
NW_022170510.1,5439635,5441737
NW_022170510.1,8893169,8903658
NW_022261678.1,73865,75906
NW_022197544.1,2799184,2802376
NW_022198383.1,5702287,5704187
NW_003789938.1,424705,427934
NW_003790556.1,1846681,1854993
NC_045759.1,20885128,20893119
NC_047031.1,24095386,24101639
NC_047024.1,29182853,29183963
NW_023009316.1,13435,15147
NW_023144624.1,4214923,4219068
NW_023144634.1,5582027,5599906
NW_023314978.1,45808,46237
NC_050738.1,5749147,5750007
NW_023596420.1,2716300,2723343
NC_051174.1,45559071,45567365
NC_051168.1,3027699,3027772
NW_023593458.1,6692,12575
NW_023665509.1,25830,26009
NC_052502.1,75318796,75320057
NW_024535102.1,7038,7120
NC_054708.1,22331289,22338664
NC_054708.1,22966672,22972130
NC_057687.1,6647552,6649618
NC_057688.1,5416561,5417544
NW_019211458.1,3121588,3126873
NW_019211458.1,14226661,14239411
NW_019211458.1,41090627,41092343
NW_019213221.1,9322,14694
NW_019214044.1,335312,337164
NW_019214615.1,28793,33188
NC_059505.1,39684700,39707880
NC_059675.1,7293937,7295058
NC_059989.1,8082065,8084901
NC_059993.1,2057283,2061932
NC_060052.1,3532026,3532943
NC_060034.1,5698913,5700101
NC_060034.1,8935391,8936453
NC_060230.1,698977,701559
NW_025765447.1,3167153,3178371
NW_025766181.1,42647,44581
NW_025766381.1,1168543,1168971
NW_025766959.1,13961,14033
NC_061454.1,4222764,4226828
NC_061468.1,10845816,10846814
NC_061458.1,4418290,4426517
NW_025728542.1,29255,29410
NW_025728809.1,80656,80729
NC_062188.1,8281111,8282675
NC_062202.1,131400,140447
NW_026045886.1,51920,51992
NW_026045913.1,20779,20898
NC_064615.1,41826875,41826948
NC_064615.1,42435580,42435652
NC_064615.1,42435836,42435909
NC_064615.1,42620945,42621017
NC_064615.1,210398550,210398668
NC_064615.1,306249058,306249132
NC_064615.1,381872664,381893425
NC_064615.1,910604988,910605070
NC_064615.1,910707702,910707784
NW_026046159.1,16308,16380
NW_026046334.1,141234,141307
NW_026046368.1,93089,93208
NW_026046438.1,37855,37979
NW_026046586.1,13895,13968
NW_026046592.1,15790,15863
NW_026096053.1,2010545,2015514
NW_026099333.1,327372,329196
NW_026099347.1,282447,284249
NC_066255.1,1705803,1709076
NC_066255.1,4418868,4421924
NC_065449.1,27893492,27893885
NC_065449.1,162982484,163022404
NC_065449.1,247312145,247336052
NC_065450.1,167816148,167831044
NC_066359.1,3470505,3472347
NC_066348.1,17352964,17357285
NW_019774469.1,165489,169615
NW_019775247.1,127266,129512
NW_019393011.1,1372927,1378004
NW_020170385.1,1620850,1621147
NW_020170413.1,625783,631632
NW_015441492.1,178990,180575
NC_071668.1,38280726,38282018
NC_071668.1,56205854,56205981
NC_071668.1,75792671,75794342
NW_026533221.1,2151104,2152277
NW_026533221.1,2496227,2500584
NW_026542598.1,8955891,8958736
NW_026542598.1,61975036,62008130
NW_026542598.1,70350765,70381804
NW_026542599.1,24491089,24514418
NW_026542599.1,54261995,54272809
NW_026085757.1,15928597,15973261
NW_026085825.1,12667681,12688752
NW_006267348.1,333448,333693
NW_006267348.1,858913,860288
NW_006267348.1,896651,897682
NW_006267370.1,1207,2660
NW_006267370.1,440440,441959
NW_006267370.1,993459,994638
NW_006267370.1,1280452,1280833
NW_006267371.1,436175,436803
NW_006267371.1,769408,771535
NW_006267371.1,1501964,1502491
NW_001820805.1,63818,64230
NW_001820811.1,56820,57707
NW_001820828.1,245615,246633
NW_001820828.1,455951,456296
NW_001820828.1,689074,689212
NW_001820828.1,996301,996667
NW_001820828.1,1136743,1137418
NW_001820828.1,1270702,1271241
NW_001820828.1,1366390,1366755
NW_001820828.1,1419534,1429938
NW_001820830.1,626525,627407
NW_001820830.1,1425402,1426439
NC_012867.1,311366,314426
NC_012867.1,405717,406677
NC_012867.1,462900,464130
NC_012867.1,627032,628054
NC_012867.1,886895,888596
NC_012867.1,1418926,1419601
NC_012867.1,1529069,1530476
NW_017566899.1,228378,229508
NW_017566899.1,366130,368910
NW_017566899.1,420958,422898
NW_017566900.1,92573,95660
NW_017566900.1,658540,659659
NW_017387331.1,19109,20505
NW_017387331.1,57656,59030
NW_017387331.1,165653,166694
NW_017387388.1,863,2247
NW_017387247.1,184801,185608
NW_017387247.1,461002,462077
NW_017387247.1,541600,544536
NW_017387247.1,1039354,1041439
NW_017387247.1,1200743,1201404
NW_017387247.1,1712706,1713648
NW_017387247.1,1836996,1838706
NW_017387247.1,1896463,1899079
NW_017387247.1,2316339,2316879
NW_017387247.1,2490495,2492338
NW_017387247.1,2749645,2752336
NW_017387247.1,3063923,3064847
NW_017387247.1,3121359,3123951
NW_017387247.1,3210548,3212531
NW_017387250.1,78463,81823
NW_017387250.1,201433,201854
NW_017387250.1,489225,489910
NW_017387250.1,1692782,1694610
NW_017387250.1,1705178,1706719
NW_017387250.1,1840780,1842648
NW_017387250.1,1978665,1980807
NW_017387250.1,1998479,1999796
NW_017387269.1,2555,3024
NW_015971157.1,100037,100667
NW_015971173.1,67097,68545
NW_015971244.1,54942,56614
NW_015971248.1,279236,281339
NW_015971248.1,334862,336671
NW_015971248.1,408712,409411
NW_015971314.1,76495,78090
NW_015971356.1,326907,329054
NW_015971418.1,41802,43514
NW_015971431.1,10447,11023
NW_017971438.1,545710,546394
NW_017971438.1,943562,945376
NW_017971438.1,1242884,1243832
NW_017264716.1,371273,372540
NW_017264716.1,384911,386038
NW_017264716.1,457023,457490
NW_017264716.1,494502,494812
NW_017264717.1,108787,110620
NW_017264718.1,364750,365269
NW_017264718.1,395779,398034
NW_017567030.1,129434,130718
NW_017567030.1,163043,165879
NW_017567030.1,268043,268158
NW_017567030.1,343333,344398
NW_017567037.1,316029,316977
NW_017567037.1,363360,363838
NW_017567038.1,218467,222914
NW_017567041.1,280834,283008
NW_017567050.1,173220,175882
NW_017567050.1,204199,206265
NW_019028942.1,787654,789000
NW_019028942.1,877630,878816
NW_019028942.1,1002293,1003585
NW_019028942.1,1187230,1188633
NW_019028942.1,1307895,1308931
NW_019028942.1,1427305,1429164
NW_019028942.1,1509847,1510690
NW_019028945.1,123767,126142
NW_019028945.1,167994,168968
NW_019028945.1,276517,278325
NW_019028945.1,562530,563646
NW_019028945.1,585016,586481
NW_019028945.1,634918,636244
NW_019028945.1,1038235,1041418
NW_019028945.1,1294914,1296040
NW_019028955.1,265170,267251
NW_019028958.1,15010,16493
NW_017387733.1,79318,82206
NW_017387733.1,315590,315662
NW_017387733.1,595953,597993
